Accession,Species,Genus,Family,Length,Host,GenBank_Title
NC_022968,Escherichia virus 4MG,Seunavirus,Myoviridae,148567,Escherichia coli,"Escherichia phage 4MG, complete genome"
NC_022969,Mycobacterium phage PhatBacter,Kostyavirus,Siphoviridae,76217,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage PhatBacter, complete genome"
NC_022970,Pseudomonas virus PAKP3,Nankokuvirus,Myoviridae,88097,Pseudomonas aeruginosa PAK,"Pseudomonas phage PAK_P3, complete genome"
NC_022971,Pseudomonas virus PAA2,Bruynoghevirus,Podoviridae,45344,Pseudomonas aeruginosa,"Pseudomonas phage phiIBB-PAA2, complete genome"
NC_022972,Arthrobacter phage vB_ArS-ArV2,,Siphoviridae,37372,Arthrobacter sp.,"Arthrobacter phage vB_ArS-ArV2, complete genome"
NC_022973,Mycobacterium phage Conspiracy,Fromanvirus,Siphoviridae,50755,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Conspiracy, complete genome"
NC_022974,Pseudomonas virus PAKP3,Nankokuvirus,Myoviridae,88255,Pseudomonas aeruginosa CHA,"Pseudomonas phage CHA_P1, complete genome"
NC_022975,Mycobacterium phage HanShotFirst,Fromanvirus,Siphoviridae,52390,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage HanShotFirst, complete genome"
NC_022976,Mycobacterium phage Nala,Kostyavirus,Siphoviridae,75894,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Nala, complete genome"
NC_022977,Mycobacterium phage Artemis2UCLA,Fromanvirus,Siphoviridae,52344,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Artemis2UCLA, complete genome"
NC_022979,Mycobacterium phage Graduation,Fromanvirus,Siphoviridae,52823,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Graduation, complete genome"
NC_022981,Mycobacterium phage HufflyPuff,Kostyavirus,Siphoviridae,76323,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage HufflyPuff, complete genome"
NC_022982,Xylella phage Paz,,Podoviridae,43869,Xylella fastidiosa,"Xylella phage Paz, complete genome"
NC_022983,Mycobacterium virus Bernardo,Pipefishvirus,Siphoviridae,68196,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Bernardo, complete genome"
NC_022984,Mycobacterium phage Jovo,Fromanvirus,Siphoviridae,51319,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Jovo, complete genome"
NC_022985,Mycobacterium phage Zaka,Fromanvirus,Siphoviridae,52122,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Zaka, complete genome"
NC_022986,Pseudomonas virus PAKP4,Pakpunavirus,Myoviridae,93147,Pseudomonas aeruginosa PAK,"Pseudomonas phage PAK_P4, complete genome"
NC_022987,Xylella virus Prado,Pradovirus,Podoviridae,43940,Xylella fastidiosa,"Xylella phage Prado, complete genome"
NC_022988,Mycobacterium phage Bruin,Kostyavirus,Siphoviridae,74210,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Bruin, complete genome"
NC_022918,Staphylococcus virus S25-4,Kayvirus,Herelleviridae,132123,Staphylococcus,"Staphylococcus phage S25-4 DNA, complete genome"
NC_022920,Staphylococcus virus S253,Kayvirus,Herelleviridae,139738,Staphylococcus,"Staphylococcus phage S25-3 DNA, complete genome"
NC_022914,Staphylococcus phage phiRS7,,Siphoviridae,43394,Staphylococcus saprophyticus,"Staphylococcus phage phiRS7, complete genome"
NC_022915,Ralstonia phage RSK1,,Podoviridae,40471,Ralstonia solanacearum,"Ralstonia phage RSK1 DNA, complete genome"
NC_022916,Burkholderia phage JG068,,Podoviridae,41604,Burkholderia cenocepacia,"Burkholderia phage JG068, complete genome"
NC_022917,Ralstonia phage RSB3,,Podoviridae,44578,Ralstonia solanacearum,"Ralstonia phage RSB3 DNA, complete genome"
NC_022790,Marine gokushovirus,,Microviridae,4129,,"Marine gokushovirus isolate GOM, complete genome"
NC_022791,Streptococcus phage phiBHN167,,Siphoviridae,37375,Streptococcus pneumoniae,Streptococcus phage phiBHN167 complete genome
NC_022761,Bacillus virus Camphawk,Okubovirus,Herelleviridae,146193,Bacillus subtilis,"Bacillus phage CampHawk, complete genome"
NC_022776,Streptococcus phage TP-778L,Brussowvirus,Siphoviridae,41757,Streptococcus thermophilus,Streptococcus phage TP-778L complete genome
NC_022744,Erwinia phage FE44,Teseptimavirus,Podoviridae,39860,Erwinia,"Erwinia phage FE44, complete genome"
NC_022746,Pseudomonas phage MPK6,Phikmvvirus,Podoviridae,42957,Pseudomonas aeruginosa,"Pseudomonas phage MPK6, complete genome"
NC_022747,Vibrio phage VPUSM 8,Hpunavirus,Myoviridae,34145,Vibrio cholerae,"Vibrio phage VPUSM 8, complete genome"
NC_022749,Shigella phage SfIV,,Myoviridae,39758,Shigella flexneri,"Shigella phage SfIV, complete genome"
NC_022750,Escherichia virus fiAA91ss,Peduovirus,Myoviridae,33628,Escherichia coli O157:H7,"Enterobacteria phage fiAA91-ss, complete genome"
NC_022751,Cyanophage PP,,Podoviridae,42480,Leptolyngbya foveolarum,"Cyanophage PP, complete genome"
NC_022752,Salmonella virus SETP13,Jerseyvirus,Siphoviridae,42665,Salmonella enterica subsp. enterica serovar Enteritidis,"Salmonella phage SETP13, complete genome"
NC_022753,Mycobacterium phage Fredward,Fromanvirus,Siphoviridae,52282,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Fredward, complete genome"
NC_022754,Salmonella virus SETP3,Jerseyvirus,Siphoviridae,42749,Salmonella enterica subsp. enterica serovar Enteritidis,"Salmonella phage SETP7, complete genome"
NC_022756,Lactobacillus phage J-1,,Siphoviridae,40931,Lactobacillus paracasei,"Lactobacillus phage J-1, complete genome"
NC_022757,Lactobacillus phage PL-1,,Siphoviridae,38880,Lactobacillus paracasei,"Lactobacillus phage PL-1, complete genome"
NC_022758,Staphylococcus phage YMC/09/04/R1988,Triavirus,Siphoviridae,44459,Staphylococcus,"Staphylococcus phage YMC/09/04/R1988, complete genome"
NC_022323,Escherichia virus JES2013,Vequintavirus,Myoviridae,136910,Escherichia coli O157:H7,"Escherichia phage 2 JES-2013, complete genome"
NC_022324,Mycobacterium phage SarFire,Fromanvirus,Siphoviridae,53701,Mycobacterium,"Mycobacterium phage SarFire, complete genome"
NC_022325,Mycobacterium phage Dylan,Corndogvirus,Siphoviridae,69815,Mycobacterium,"Mycobacterium phage Dylan, complete genome"
NC_022328,Mycobacterium virus Adawi,Coopervirus,Siphoviridae,70236,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Adawi, complete genome"
NC_022329,Mycobacterium phage PhrostyMug,Fromanvirus,Siphoviridae,53636,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage PhrostyMug, complete genome"
NC_022330,Mycobacterium phage Quink,Kostyavirus,Siphoviridae,76586,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Quink, complete genome"
NC_022331,Mycobacterium virus Bane1,Coopervirus,Siphoviridae,69309,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Bane1, complete genome"
NC_022334,Propionibacterium virus PHL112N00,Pahexavirus,Siphoviridae,29266,Cutibacterium acnes,"Propionibacterium phage PHL112N00, complete genome"
NC_022335,Propionibacterium phage PHL067M10,Pahexavirus,Siphoviridae,29377,Cutibacterium acnes,"Propionibacterium phage PHL067M10, complete genome"
NC_022336,Propionibacterium phage PHL010M04,Pahexavirus,Siphoviridae,29511,Cutibacterium acnes,"Propionibacterium phage PHL010M04, complete genome"
NC_022337,Propionibacterium virus PHL071N05,Pahexavirus,Siphoviridae,29467,Cutibacterium acnes,"Propionibacterium phage PHL071N05, complete genome"
NC_022338,Propionibacterium virus PHL060L00,Pahexavirus,Siphoviridae,29514,Cutibacterium acnes,"Propionibacterium phage PHL060L00, complete genome"
NC_022339,Propionibacterium virus PHL037M02,Pahexavirus,Siphoviridae,29443,Cutibacterium acnes,"Propionibacterium phage PHL037M02, complete genome"
NC_022340,Propionibacterium virus PHL114L00,Pahexavirus,Siphoviridae,29464,Cutibacterium acnes,"Propionibacterium phage PHL114L00, complete genome"
NC_022341,Propionibacterium virus PHL113M01,Pahexavirus,Siphoviridae,29200,Cutibacterium acnes,"Propionibacterium phage PHL113M01, complete genome"
NC_022342,Propionibacterium virus PHL111M01,Pahexavirus,Siphoviridae,29140,Cutibacterium acnes,"Propionibacterium phage PHL111M01, complete genome"
NC_022343,Klebsiella virus 0507KN21,,Ackermannviridae,159991,,"Klebsiella virus 0507KN21 DNA, complete genome"
NC_022085,Mycobacterium phage Goku,Kostyavirus,Siphoviridae,76483,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Goku, complete genome"
NC_022086,Mycobacterium phage LittleCherry,Fromanvirus,Siphoviridae,50690,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage LittleCherry, complete genome"
NC_022087,Mycobacterium phage AnnaL29,Fromanvirus,Siphoviridae,53253,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage AnnaL29, complete genome"
NC_022088,Bacillus virus Troll,Bequatrovirus,Herelleviridae,163019,Bacillus,"Bacillus phage Troll, complete genome"
NC_022090,Staphylococcus virus Remus,Silviavirus,Herelleviridae,134643,Staphylococcus aureus,"Staphylococcus phage vB_SauM_Remus, complete genome"
NC_022091,Pseudomonas phage MPK7,Phikmvvirus,Podoviridae,42874,Pseudomonas aeruginosa PAO1,"Pseudomonas phage MPK7, complete genome"
NC_022094,Bacillus virus Wip1,Betatectivirus,Tectiviridae,14319,Bacillus anthracis,"Bacillus phage Wip1, complete genome"
NC_022096,Pseudomonas phage PaBG,,Myoviridae,258139,Pseudomonas aeruginosa PAO1,"Pseudomonas phage PaBG, complete genome"
NC_022052,Mycobacterium phage Whirlwind,Bronvirus,Siphoviridae,76050,Mycobacterium,"Mycobacterium phage Whirlwind, complete genome"
NC_022053,Mycobacterium virus Papyrus,Papyrusvirus,Siphoviridae,70657,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Papyrus, complete genome"
NC_022054,Mycobacterium virus Muddy,Mapvirus,Siphoviridae,48228,Mycobacterium,"Mycobacterium phage Muddy, complete genome"
NC_022055,Mycobacterium phage Bobi,Cheoctovirus,Siphoviridae,59179,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Bobi, complete genome"
NC_022056,Mycobacterium phage Hamulus,Cheoctovirus,Siphoviridae,57155,Mycobacterium,"Mycobacterium phage Hamulus, complete genome"
NC_022057,Mycobacterium phage Catdawg,Corndogvirus,Siphoviridae,72108,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Catdawg, complete genome"
NC_022058,Mycobacterium phage Adzzy,Fromanvirus,Siphoviridae,52519,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Adzzy, complete genome"
NC_022059,Mycobacterium phage DrDrey,Kostyavirus,Siphoviridae,77367,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage DrDrey, complete genome"
NC_022060,Mycobacterium phage Velveteen,Cheoctovirus,Siphoviridae,54314,Mycolicibacterium smegmatis MC2 155,"Mycobacteriophage Velveteen, complete genome"
NC_022061,Mycobacterium phage KayaCho,,Siphoviridae,70838,Mycobacterium,"Mycobacterium phage KayaCho, complete genome"
NC_022062,Mycobacterium phage Trouble,Fromanvirus,Siphoviridae,52102,Mycobacterium,"Mycobacterium phage Trouble, complete genome"
NC_022063,Mycobacterium phage Phelemich,Acadianvirus,Siphoviridae,70115,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Phelemich, complete genome"
NC_022064,Mycobacterium virus Reprobate,Acadianvirus,Siphoviridae,70120,Mycobacterium,"Mycobacterium phage Reprobate, complete genome"
NC_022065,Mycobacterium phage Contagion,Kostyavirus,Siphoviridae,74533,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Contagion, complete genome"
NC_022066,Mycobacterium phage Redno2,Omegavirus,Siphoviridae,108297,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Redno2, complete genome"
NC_022067,Mycobacterium phage Wanda,Omegavirus,Siphoviridae,109960,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Wanda, complete genome"
NC_022068,Mycobacterium phage Daenerys,Cheoctovirus,Siphoviridae,58043,Mycolicibacterium smegmatis MC2 155,"Mycobacteriophage Daenerys, complete genome"
NC_022069,Mycobacterium phage Jabbawokkie,Cheoctovirus,Siphoviridae,55213,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Jabbawokkie, complete genome"
NC_022070,Mycobacterium phage Wheeler,Fromanvirus,Siphoviridae,53588,Mycolicibacterium smegmatis MC2 155,"Mycobacteriophage Wheeler, complete genome"
NC_022071,Mycobacterium phage Crossroads,Bronvirus,Siphoviridae,76129,Mycobacterium,"Mycobacterium phage Crossroads, complete genome"
NC_021783,Salmonella virus iEPS5,Chivirus,Siphoviridae,59254,Salmonella enterica,"Salmonella phage iEPS5, complete genome"
NC_021784,Thermus phage phi OH2,,Myoviridae,38099,Thermus,"Phage phi OH2 DNA, complete genome"
NC_021785,Listeria virus LP110,Homburgvirus,Siphoviridae,65132,Listeria,"Listeria phage LP-110, complete genome"
NC_021787,Listeria virus LP37,Homburgvirus,Siphoviridae,64756,Listeria,"Listeria phage LP-037, complete genome"
NC_021788,Cellulophaga virus Cba41,Lightbulbvirus,Podoviridae,145865,Cellulophaga baltica,"Cellulophaga phage phi4:1, complete genome"
NC_021789,Cellulophaga phage phi19:3,,Podoviridae,75994,Cellulophaga baltica,"Cellulophaga phage phi19:3, complete genome"
NC_021790,Cellulophaga virus Cba181,Helsingorvirus,Siphoviridae,39189,Cellulophaga baltica,"Cellulophaga phage phi18:1, complete genome"
NC_021791,Cellulophaga virus Cba121,Helsingorvirus,Siphoviridae,39148,Cellulophaga baltica,"Cellulophaga phage phi12:1, complete genome"
NC_021792,Cellulophaga phage phi46:3,,Podoviridae,72961,Cellulophaga baltica,"Cellulophaga phage phi46:3, complete genome"
NC_021793,Cellulophaga phage phi48:2,,,11703,Cellulophaga baltica,"Cellulophaga phage phi48:2, complete genome"
NC_021794,Cellulophaga phage phi18:3,,Podoviridae,71443,Cellulophaga baltica,"Cellulophaga phage phi18:3, complete genome"
NC_021795,Cellulophaga virus Cba171,Helsingorvirus,Siphoviridae,38776,Cellulophaga baltica,"Cellulophaga phage phi17:1, complete genome"
NC_021796,Cellulophaga phage phi38:1,,Podoviridae,72534,Cellulophaga baltica NN016038,"Cellulophaga phage phi38:1, complete genome"
NC_021797,Cellulophaga phage phi12:2,,Microviridae,6453,Cellulophaga baltica,"Cellulophaga phage phi12:2, complete genome"
NC_021798,Cellulophaga virus Cba172,Lightbulbvirus,Podoviridae,145343,Cellulophaga baltica,"Cellulophaga phage phi17:2, complete genome"
NC_021799,Cellulophaga phage phi19:1,,Siphoviridae,57447,Cellulophaga baltica,"Cellulophaga phage phi19:1, complete genome"
NC_021800,Cellulophaga phage phi46:1,,Siphoviridae,34844,Cellulophaga baltica,"Cellulophaga phage phi46:1, complete genome"
NC_021801,Staphylococcus phage SA12,Phietavirus,Siphoviridae,42902,Staphylococcus aureus,"Staphylococcus phage SA12, complete genome"
NC_021802,Cellulophaga phage phi10:1,,Siphoviridae,53664,Cellulophaga baltica,"Cellulophaga phage phi10:1, complete genome"
NC_021803,Cellulophaga phage phi13:2,,Podoviridae,72369,Cellulophaga baltica,"Cellulophaga phage phi13:2, complete genome"
NC_021804,Cellulophaga phage phi39:1,,Siphoviridae,28760,Cellulophaga baltica,"Cellulophaga phage phi39:1, complete genome"
NC_021805,Cellulophaga phage phi12a:1,,Microviridae,6478,Cellulophaga baltica,"Cellulophaga phage phi12a:1, complete genome"
NC_021806,Cellulophaga phage phi14:2,,Podoviridae,100418,Cellulophaga baltica,"Cellulophaga phage phi14:2, complete genome"
NC_021852,Lactococcus phage P680,Skunavirus,Siphoviridae,29631,Lactococcus,"Lactococcus phage P680, complete genome"
NC_021853,Lactococcus phage 340,Skunavirus,Siphoviridae,32337,Lactococcus,"Lactococcus phage 340, complete genome"
NC_021854,Lactococcus phage jm3,Skunavirus,Siphoviridae,28674,Lactococcus,"Lactococcus phage jm3, complete genome"
NC_021855,Lactococcus phage phi7,Skunavirus,Siphoviridae,32382,Lactococcus,"Lactococcus phage phi7, complete genome"
NC_021856,Bacillus virus NIT1,Nitunavirus,Herelleviridae,155631,Bacillus subtilis,"Bacillus phage phiNIT1 DNA, complete genome"
NC_021857,Shigella phage SfII,,Myoviridae,41475,Shigella,"Shigella phage SfII, complete genome"
NC_021860,Lactococcus phage jm2,Skunavirus,Siphoviridae,31090,Lactococcus,"Lactococcus phage jm2, complete genome"
NC_021861,Lactococcus phage BM13,,Siphoviridae,30910,Lactococcus lactis,"Lactococcus phage BM13, complete genome"
NC_021862,Ralstonia phage RSS30,,Inoviridae,8576,Ralstonia solanacearum,"Ralstonia phage RSS30 DNA, complete genome"
NC_021863,Staphylococcus phage SA13,Phietavirus,Siphoviridae,42652,Staphylococcus aureus,"Staphylococcus phage SA13, complete genome"
NC_021864,Puniceispirillum phage HMO-2011,,Podoviridae,55282,Candidatus Puniceispirillum marinum IMCC1322,"Puniceispirillum phage HMO-2011, complete genome"
NC_021865,Paenibacillus phage phiIBB_Pl23,Sitaravirus,Siphoviridae,41294,Paenibacillus larvae,"Paenibacillus phage phiIBB_Pl23, complete genome"
NC_021866,Ralstonia phage RSS20,,Inoviridae,7219,Ralstonia solanacearum,Ralstonia phage RSS20 DNA
NC_021867,Flavobacterium virus 6H,Unahavirus,Siphoviridae,46978,Flavobacterium psychrophilum,"Flavobacterium phage 6H, complete genome"
NC_021868,Streptococcus virus SPQS1,Saphexavirus,Siphoviridae,58305,Streptococcus pneumoniae D39,Streptococcus phage SP-QS1 complete genome
NC_021772,Salmonella virus FSL SP-058,Ithacavirus,Podoviridae,72394,Salmonella enterica,"Salmonella phage FSL SP-058, complete genome"
NC_021773,Staphylococcus phage JS01,Biseptimavirus,Siphoviridae,43458,Staphylococcus aureus,"Staphylococcus phage JS01, complete genome"
NC_021774,Salmonella virus FSLSP004,Peduovirus,Myoviridae,29742,Salmonella enterica,"Salmonella phage FSL SP-004, complete genome"
NC_021775,Salmonella virus SP31,Cornellvirus,Siphoviridae,42215,Salmonella enterica,"Salmonella phage FSL SP-031, complete genome"
NC_021776,Vibrio phage VPMS1,Kafunavirus,Podoviridae,42313,Vibrio parahaemolyticus,"Vibrio phage vpms1, complete genome"
NC_021777,Salmonella virus Jersey,Jerseyvirus,Siphoviridae,43447,Salmonella,"Salmonella phage Jersey, complete genome"
NC_021779,Salmonella virus FSLSP030,Chivirus,Siphoviridae,59746,Salmonella enterica,"Salmonella phage FSL SP-030, complete genome"
NC_021780,Salmonella virus FSLSP088,Chivirus,Siphoviridae,59454,Salmonella enterica,"Salmonella phage FSL SP-088, complete genome"
NC_021781,Listeria virus P100,Pecentumvirus,Herelleviridae,135281,Listeria,"Listeria phage LP-125, complete genome"
NC_021782,Salmonella virus FSL SP-076,Ithacavirus,Podoviridae,72098,Salmonella enterica,"Salmonella phage FSL SP-076, complete genome"
NC_021556,Mycobacterium phage Leo,Liefievirus,Siphoviridae,39981,Mycobacterium tuberculosis,"Mycobacterium phage Leo, complete genome"
NC_021562,Vibrio virus VFJ,Saetivirus,Inoviridae,8555,Vibrio cholerae,"Vibrio phage VFJ, complete genome"
NC_021563,Serratia phage Eta,,Siphoviridae,42724,Serratia,"Serratia phage Eta, complete genome"
NC_021569,Stenotrophomonas virus SMA7,,Inoviridae,7069,Stenotrophomonas maltophilia,Stenotrophomonas phage phiSMA7 proviral complete genome
NC_021557,Rhizobium phage RR1-B,,Myoviridae,37378,Agrobacterium tumefaciens,Rhizobium phage RR1-B genomic sequence
NC_021558,Paenibacillus phage PG1,,Siphoviridae,37644,Paenibacillus glucanolyticus,Paenibacillus phage PG1 genomic sequence
NC_021559,Prochlorococcus phage P-SSM3,,Myoviridae,179063,Prochlorococcus marinus,Prochlorococcus phage P-SSM3 genomic sequence
NC_021560,Rhizobium phage RR1-A,,Myoviridae,53102,Agrobacterium tumefaciens,Rhizobium phage RR1-A genomic sequence
NC_021561,Vibrio phage pYD38-B,,Siphoviridae,37324,Vibrio sp. YD38,Vibrio phage pYD38-B genomic sequence
NC_021529,Vibrio virus nt1,Schizotequatrovirus,Myoviridae,247511,Vibrio natriegens,"Vibrio phage nt-1, complete genome"
NC_021530,Synechococcus phage S-CAM8,,Myoviridae,171407,Synechococcus sp. WH 7803,"Synechococcus phage S-CAM8 strain S-CAM8 06008BI06, complete genome"
NC_021531,Cronobacter phage CR5,,Myoviridae,223989,Cronobacter sakazakii,"Cronobacter phage CR5, complete genome"
NC_021532,Alteromonas phage vB_AmaP_AD45-P1,,Podoviridae,103910,Alteromonas macleodii str. 'Balearic Sea AD45',"Alteromonas phage vB_AmaP_AD45-P1, complete genome"
NC_021533,Mycobacterium phage BTCU-1,Fromanvirus,Siphoviridae,45942,Mycolicibacterium smegmatis,"Mycobacterium phage BTCU-1, complete genome"
NC_021534,Vibrio phage pYD38-A,Roufvirus,Siphoviridae,47552,Vibrio sp. YD38,Vibrio phage pYD38-A genomic sequence
NC_021535,Mycobacterium phage Jobu08,Fromanvirus,Siphoviridae,50679,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Jobu08, complete genome"
NC_021536,Synechococcus phage S-IOM18,,Myoviridae,171797,Synechococcus sp. WH 7803,Synechococcus phage S-IOM18 genomic sequence
NC_021538,Mycobacterium phage Job42,Cheoctovirus,Siphoviridae,59626,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Job42, complete genome"
NC_021539,Listeria virus LP302,Psavirus,Siphoviridae,38275,Listeria,"Listeria phage LP-030-2, complete genome"
NC_021540,Vibrio phage JA-1,,Podoviridae,69278,Vibrio cholerae,"Vibrio phage JA-1, complete genome"
NC_021315,Salmonella virus Chi,Chivirus,Siphoviridae,59407,,"Enterobacteria phage Chi, complete genome"
NC_021316,Acinetobacter virus Abp1,Friunavirus,Podoviridae,42185,Acinetobacter baumannii,"Acinetobacter phage Abp1, complete genome"
NC_021317,Salmonella virus L13,Jerseyvirus,Siphoviridae,21248,Salmonella enterica subsp. enterica serovar Gallinarum,"Salmonella phage L13, complete genome"
NC_021318,Mycobacterium phage Chy5,Fromanvirus,Siphoviridae,51214,Mycobacterium tuberculosis,"Mycobacterium phage Chy5, complete genome"
NC_021320,Halovirus HRTV-5,,Myoviridae,76134,,"Halovirus HRTV-5, complete genome"
NC_021321,Halovirus HRTV-8,,Myoviridae,74519,,"Halovirus HRTV-8, complete genome"
NC_021323,Staphylococcus phage StauST398-2,Triavirus,Siphoviridae,45572,Staphylococcus aureus,"Staphylococcus phage StauST398-2, complete genome"
NC_021324,Mycobacterium phage CASbig,Fromanvirus,Siphoviridae,53369,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage CASbig, complete genome"
NC_021325,Clostridium phage vB_CpeS-CP51,,Siphoviridae,39108,Clostridium perfringens,"Clostridium phage vB_CpeS-CP51, complete genome"
NC_021326,Staphylococcus phage StauST398-1,Phietavirus,Siphoviridae,45242,Staphylococcus aureus,"Staphylococcus phage StauST398-1, complete genome"
NC_021331,Shigella virus pSf1,Hanrivervirus,Siphoviridae,51821,Shigella flexneri,"Shigella phage pSf-1, complete genome"
NC_021332,Staphylococcus phage StauST398-3,Phietavirus,Siphoviridae,41392,Staphylococcus aureus,"Staphylococcus phage StauST398-3, complete genome"
NC_021334,Mycobacterium phage WIVsmall,Cheoctovirus,Siphoviridae,53359,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage WIVsmall, complete genome"
NC_021335,Halovirus HRTV-7,,Myoviridae,69048,,"Halovirus HRTV-7, complete genome"
NC_021336,Bacillus phage MG-B1,,Podoviridae,27190,Bacillus mycoides,"Bacillus phage MG-B1, complete genome"
NC_021337,Acinetobacter virus AB3,Friunavirus,Podoviridae,31185,Acinetobacter baumannii,"Acinetobacter phage AB3, complete genome"
NC_021338,Mycobacterium phage Chy4,Fromanvirus,Siphoviridae,46639,Mycobacterium tuberculosis,"Mycobacterium phage Chy4, complete genome"
NC_021339,Streptomyces virus Zemlya,Likavirus,Siphoviridae,51077,Streptomyces lividans,"Streptomyces phage Zemlya, complete genome"
NC_021342,Edwardsiella virus PEi21,Yokohamavirus,Myoviridae,43378,Edwardsiella ictaluri,"Edwardsiella phage PEi21, complete genome"
NC_021343,Burkholderia phage ST79,Peduovirus,Myoviridae,35430,Burkholderia pseudomallei,"Burkholderia phage ST79, complete genome"
NC_021344,Escherichia phage Lw1,,Myoviridae,176227,Escherichia coli BL21(DE3),"Escherichia phage Lw1, complete genome"
NC_021346,Mycobacterium virus Bxz1,Bixzunavirus,Myoviridae,157482,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Gizmo, complete genome"
NC_021347,Rhodococcus phage E3,,Myoviridae,142563,Rhodococcus hoagii,"Rhodococcus phage E3, complete genome"
NC_021348,Mycobacterium virus Bxz1,Bixzunavirus,Myoviridae,156558,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage ArcherS7, complete genome"
NC_021349,Mycobacterium virus Bxz1,Bixzunavirus,Myoviridae,154872,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Astraea, complete genome"
NC_021297,Mycobacterium phage PattyP,Fromanvirus,Siphoviridae,52057,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage PattyP, complete genome"
NC_021298,Streptomyces virus Lika,Likavirus,Siphoviridae,51252,Streptomyces lividans,"Streptomyces phage Lika, complete genome"
NC_021299,Mycobacterium phage PegLeg,Bongovirus,Siphoviridae,80955,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage PegLeg, complete genome"
NC_021300,Pseudoalteromonas phage RIO-1,,Podoviridae,43882,Pseudoalteromonas marina,"Pseudoalteromonas phage RIO-1, complete genome"
NC_021301,Mycobacterium phage SiSi,Cheoctovirus,Siphoviridae,56279,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage SiSi, complete genome"
NC_021302,Mycobacterium virus Fishburne,Fishburnevirus,Siphoviridae,47109,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Fishburne, complete genome"
NC_021304,Streptomyces virus Sujidade,Likavirus,Siphoviridae,51552,Streptomyces lividans,"Streptomyces phage Sujidade, complete genome"
NC_021305,Mycobacterium phage Murphy,Kostyavirus,Siphoviridae,76179,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Murphy, complete genome"
NC_021306,Mycobacterium phage Dumbo,Kostyavirus,Siphoviridae,75736,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Dumbo, complete genome"
NC_021307,Mycobacterium phage Severus,Fromanvirus,Siphoviridae,49894,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Severus, complete genome"
NC_021308,Mycobacterium phage HINdeR,Fromanvirus,Siphoviridae,52617,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage HINdeR, complete genome"
NC_021309,Mycobacterium phage Phrux,Kostyavirus,Siphoviridae,74711,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Phrux, complete genome"
NC_021310,Mycobacterium virus Suffolk,Pegunavirus,Siphoviridae,68598,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Newman, complete genome"
NC_021311,Mycobacterium phage Phaux,Kostyavirus,Siphoviridae,76479,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Phaux, complete genome"
NC_021067,Vibrio phage helene 12B3,,Myoviridae,135982,Vibrio splendidus,Vibrio phage helene 12B3 genomic sequence
NC_021068,Vibrio phage douglas 12A4,,Podoviridae,57611,Aliivibrio fischeri,Vibrio phage douglas 12A4 genomic sequence
NC_021070,Vibrio phage martha 12B12,,Myoviridae,33277,Vibrio splendidus,Vibrio phage martha 12B12 genomic sequence
